201,102,103,104,205,206,107,108,109,110;1216461300;201,102,103,104,205,206,107,108,109,110;1216463520;201,202,103,104,205,206,207,108,109,210;1216466220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,202,103,104,205,206,107,208,209,110;1216471380;201,102,203,204,205,206,107,108,109,110;1216473720;201,202,103,104,205,206,107,108,109,210;1216482780;201,102,103,104,205,206,207,108,109,210;1216489440;201,202,103,104,205,206,207,108,109,210;1216489500;201,202,103,104,205,206,107,108,109,110;1216491840;201,202,103,104,205,206,207,108,109,210;1216496100;201,202,103,104,205,206,207,108,109,210;1216497420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,202,103,104,205,206,107,208,209,210;1216500720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,202,103,104,205,206,107,108,109,110;1216517700;201,102,103,104,205,206,107,208,209,110;1216621260;201,202,103,104,205,206,107,208,209,110;1216633980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,202,103,104,205,206,107,208,209,110;1216677780;201,102,103,204,205,206,107,108,109,110;1216688340;201,102,103,104,205,206,107,108,109,110;1216708860;201,102,103,104,205,206,107,108,109,110;1216720020;201,202,103,104,205,206,207,208,209,210;1216728000;201,102,103,104,205,206,107,108,109,110;1216733400;201,102,103,104,105,206,107,108,109,110;1216782900;201,102,103,104,205,206,107,108,109,110;1216833720;201,202,103,104,105,206,107,208,209,110;1216992180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,202,103,104,205,206,107,208,209,110;1217125080;201,102,103,104,205,206,107,108,109,110;1217144220;201,102,103,104,205,206,107,108,109,110;1217149800;201,202,103,104,205,106,107,208,209,110;1217166360;201,202,103,204,105,206,107,208,209,110;1217167560;201,202,103,104,105,206,107,208,209,110;1217170140;201,202,103,104,105,106,107,208,209,110;1217183040;201,202,103,104,105,206,107,208,209,110;1217190480;201,102,103,104,105,206,107,108,109,110;1217190480;201,102,103,104,205,206,107,108,109,110;1217193240;201,202,103,104,105,206,107,208,209,110;1217208660;201,102,103,204,205,206,107,108,209,110;1217209680;201,202,103,104,105,206,107,208,209,110;1217212620;201,202,103,104,105,206,107,208,209,110;1217216160;201,202,103,104,205,206,107,208,209,110;1217220300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,202,103,104,105,206,107,108,109,110;1217226960;201,202,103,104,205,206,107,208,209,110;1217250660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,102,103,104,205,206,107,108,109,110;1217282220;201,102,103,104,205,206,107,108,109,110;1217297280;201,202,103,104,105,206,107,208,209,110;1217301360;201,202,203,204,205,206,107,108,109,110;1217305140;201,202,203,204,205,206,207,108,109,210;1217312580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,202,103,204,205,206,107,108,109,110;1217324820;201,202,103,104,205,206,207,108,109,210;1217338860;201,202,103,104,105,206,207,108,109,210;1217339340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201,202,103,104,205,206,107,108,109,110;1217343900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
